category,common_name,scientific_name,threats
Parrotfishes and Wrasses,Redbreasted Wrasse,Cheilinus fasciatus,Intentional use: (large scale) [harvest]
Parrotfishes and Wrasses,Redbreasted Wrasse,Cheilinus fasciatus,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Redbreasted Wrasse,Cheilinus fasciatus,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Pacific Bird Wrasse,Gomphosus varius,Intentional use: (large scale) [harvest]
Parrotfishes and Wrasses,Pacific Bird Wrasse,Gomphosus varius,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Pacific Bird Wrasse,Gomphosus varius,Other ecosystem modifications
Parrotfishes and Wrasses,Pacific Bird Wrasse,Gomphosus varius,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Red-Lined Wrasse,Halichoeres biocellatus,Intentional use: (large scale) [harvest]
Parrotfishes and Wrasses,Red-Lined Wrasse,Halichoeres biocellatus,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Red-Lined Wrasse,Halichoeres biocellatus,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Yellowstripe Coris,Coris flavovittata,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Yellowstripe Coris,Coris flavovittata,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Blacksaddle Tuskfish,Choerodon zosterophorus,Motivation Unknown/Unrecorded
Parrotfishes and Wrasses,Blacksaddle Tuskfish,Choerodon zosterophorus,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Whitespotted Wrasse,Anampses melanurus,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Whitespotted Wrasse,Anampses melanurus,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Cortez Rainbow Wrasse,Thalassoma lucasanum,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Cortez Rainbow Wrasse,Thalassoma lucasanum,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Bluesided Fairy Wrasse,Cirrhilabrus cyanopleura,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Bluesided Fairy Wrasse,Cirrhilabrus cyanopleura,Other ecosystem modifications
Parrotfishes and Wrasses,Bluesided Fairy Wrasse,Cirrhilabrus cyanopleura,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Hawaiian Cleaner Wrasse,Labroides phthirophagus,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Hawaiian Cleaner Wrasse,Labroides phthirophagus,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Hogfish,Lachnolaimus maximus,Intentional use: (large scale) [harvest]
Parrotfishes and Wrasses,Hogfish,Lachnolaimus maximus,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Hogfish,Lachnolaimus maximus,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Spanish Hogfish,Bodianus rufus,Sewage
Parrotfishes and Wrasses,Spanish Hogfish,Bodianus rufus,Run-off
Parrotfishes and Wrasses,Spanish Hogfish,Bodianus rufus,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Spanish Hogfish,Bodianus rufus,Intentional use: (large scale) [harvest]
Parrotfishes and Wrasses,Spanish Hogfish,Bodianus rufus,Domestic & urban waste water
Parrotfishes and Wrasses,Hawaiian Hogfish,Bodianus albotaeniatus,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Hawaiian Hogfish,Bodianus albotaeniatus,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Diana's Hogfish,Bodianus diana,Other ecosystem modifications
Parrotfishes and Wrasses,Lyretail Hogfish,Bodianus anthioides,Intentional use: (subsistence/small scale) [harvest]
Parrotfishes and Wrasses,Lyretail Hogfish,Bodianus anthioides,Fishing & harvesting aquatic resources
Parrotfishes and Wrasses,Cigar Wrasse,Cheilio inermis,Motivation Unknown/Unrecorded
Parrotfishes and Wrasses,Cigar Wrasse,Cheilio inermis,Fishing & harvesting aquatic resources
Red Fish,Squirrelfish,Holocentrus adscensionis,Intentional use: (subsistence/small scale) [harvest]
Red Fish,Squirrelfish,Holocentrus adscensionis,Fishing & harvesting aquatic resources
Red Fish,Brick Soldierfish,Myripristis amaena,Intentional use: (large scale) [harvest]
Red Fish,Brick Soldierfish,Myripristis amaena,Fishing & harvesting aquatic resources
Red Fish,Whitetip soldierfish,Myripristis vittata,Agricultural & forestry effluents
Red Fish,Whitetip soldierfish,Myripristis vittata,Temperature extremes
Red Fish,Whitetip soldierfish,Myripristis vittata,Nutrient loads
Red Fish,Bigscale Soldierfish,Myripristis berndti,Intentional use: (subsistence/small scale) [harvest]
Red Fish,Bigscale Soldierfish,Myripristis berndti,Fishing & harvesting aquatic resources
Red Fish,Glasseye Snapper,Heteropriacanthus cruentatus,Intentional use: (subsistence/small scale) [harvest]
Red Fish,Glasseye Snapper,Heteropriacanthus cruentatus,Fishing & harvesting aquatic resources
Red Fish,Crescent-Tail Bigeye,Priacanthus hamrur,Intentional use: (large scale) [harvest]
Red Fish,Crescent-Tail Bigeye,Priacanthus hamrur,Intentional use: (subsistence/small scale) [harvest]
Red Fish,Crescent-Tail Bigeye,Priacanthus hamrur,Fishing & harvesting aquatic resources
Red Fish,Banggai Cardinalfish,Pterapogon kauderni,Intentional use: (subsistence/small scale) [harvest]
Red Fish,Banggai Cardinalfish,Pterapogon kauderni,Fishing & harvesting aquatic resources
Red Fish,Banggai Cardinalfish,Pterapogon kauderni,"Soil erosion, sedimentation"
Red Fish,Banggai Cardinalfish,Pterapogon kauderni,Earthquakes/tsunamis
Red Fish,Banggai Cardinalfish,Pterapogon kauderni,Unintentional effects: (large scale) [harvest]
Red Fish,Banggai Cardinalfish,Pterapogon kauderni,Agricultural & forestry effluents
Red Fish,Banggai Cardinalfish,Pterapogon kauderni,Shipping lanes
Red Fish,Banggai Cardinalfish,Pterapogon kauderni,Problematic native species/diseases
Red Fish,Pale Cardinalfish,Apogon planifrons,Invasive non-native/alien species/diseases (Pterois volitans)
Red Fish,Pale Cardinalfish,Apogon planifrons,Named species (Pterois volitans)
Red Fish,Mimic Cardinalfish,Apogon phenax,Invasive non-native/alien species/diseases (Pterois volitans)
Red Fish,Mimic Cardinalfish,Apogon phenax,Named species (Pterois volitans)
Red Fish,Belted cardinalfish,Apogon townsendi,Invasive non-native/alien species/diseases (Pterois volitans)
Red Fish,Belted cardinalfish,Apogon townsendi,Named species (Pterois volitans)
Red Fish,Whitestar Cardinalfish,Apogon lachneri,Invasive non-native/alien species/diseases (Pterois volitans)
Red Fish,Whitestar Cardinalfish,Apogon lachneri,Named species (Pterois volitans)
Red Fish,Flamefish,Apogon maculatus,Invasive non-native/alien species/diseases (Pterois volitans)
Red Fish,Flamefish,Apogon maculatus,Named species (Pterois volitans)
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Invasive non-native/alien species/diseases (Pterois volitans)
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Type Unknown/Unrecorded
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Housing & urban areas
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Industrial & military effluents
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Agricultural & forestry effluents
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Tourism & recreation areas
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Commercial & industrial areas
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Named species (Pterois volitans)
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Temperature extremes
Gobies and Blennies,Peppermint Goby,Coryphopterus lipernes,Domestic & urban waste water
Gobies and Blennies,Pallid Goby,Coryphopterus eidolon,Invasive non-native/alien species/diseases (Pterois volitans)
Gobies and Blennies,Pallid Goby,Coryphopterus eidolon,Named species (Pterois volitans)
Gobies and Blennies,Bridled Goby,Coryphopterus glaucofraenum,Invasive non-native/alien species/diseases (Pterois volitans)
Gobies and Blennies,Bridled Goby,Coryphopterus glaucofraenum,Named species (Pterois volitans)
Gobies and Blennies,Colon Goby,Coryphopterus dicrus,Invasive non-native/alien species/diseases (Pterois volitans)
Gobies and Blennies,Colon Goby,Coryphopterus dicrus,Named species (Pterois volitans)
Gobies and Blennies,Sharknose Goby,Elacatinus evelynae,Diseases of unknown cause
Gobies and Blennies,Sharknose Goby,Elacatinus evelynae,Agricultural & forestry effluents
Gobies and Blennies,Sharknose Goby,Elacatinus evelynae,Type Unknown/Unrecorded
Gobies and Blennies,Sharknose Goby,Elacatinus evelynae,Domestic & urban waste water
Gobies and Blennies,Cleaning Goby,Elacatinus genie,Diseases of unknown cause
Gobies and Blennies,Cleaning Goby,Elacatinus genie,Agricultural & forestry effluents
Gobies and Blennies,Cleaning Goby,Elacatinus genie,Type Unknown/Unrecorded
Gobies and Blennies,Cleaning Goby,Elacatinus genie,Domestic & urban waste water
Gobies and Blennies,Yellowline Goby,Elacatinus horsti,Type Unknown/Unrecorded
Gobies and Blennies,Yellowline Goby,Elacatinus horsti,Fishing & harvesting aquatic resources
Gobies and Blennies,Yellowline Goby,Elacatinus horsti,Agricultural & forestry effluents
Gobies and Blennies,Yellowline Goby,Elacatinus horsti,Intentional use: (large scale) [harvest]
Gobies and Blennies,Yellowline Goby,Elacatinus horsti,Domestic & urban waste water
Gobies and Blennies,Redhead Goby,Elacatinus puncticulatus,Intentional use: (subsistence/small scale) [harvest]
Gobies and Blennies,Redhead Goby,Elacatinus puncticulatus,Fishing & harvesting aquatic resources
Gobies and Blennies,Rusty Goby,Priolepis hipoliti,Invasive non-native/alien species/diseases (Pterois volitans)
Gobies and Blennies,Rusty Goby,Priolepis hipoliti,Run-off
Gobies and Blennies,Rusty Goby,Priolepis hipoliti,Diseases of unknown cause
Gobies and Blennies,Rusty Goby,Priolepis hipoliti,Named species (Pterois volitans)
Gobies and Blennies,Rusty Goby,Priolepis hipoliti,Domestic & urban waste water
Gobies and Blennies,Striped Dwarfgoby,Eviota sebreei,Other ecosystem modifications
Gobies and Blennies,Striped Dwarfgoby,Eviota sebreei,Tourism & recreation areas
Gobies and Blennies,Isthmus Goby,Arcygobius baliurus,Unintentional effects: (large scale) [harvest]
Gobies and Blennies,Isthmus Goby,Arcygobius baliurus,Fishing & harvesting aquatic resources
Gobies and Blennies,Wire Coral Goby,Bryaninops yongei,Intentional use: (subsistence/small scale) [harvest]
Gobies and Blennies,Wire Coral Goby,Bryaninops yongei,Fishing & harvesting aquatic resources
Gobies and Blennies,Large Whip Goby,Bryaninops amplus,Intentional use: (subsistence/small scale) [harvest]
Gobies and Blennies,Large Whip Goby,Bryaninops amplus,Fishing & harvesting aquatic resources
Gobies and Blennies,Redlip Blenny,Ophioblennius atlanticus,Agricultural & forestry effluents
Gobies and Blennies,Redlip Blenny,Ophioblennius atlanticus,Type Unknown/Unrecorded
Gobies and Blennies,Redlip Blenny,Ophioblennius atlanticus,Domestic & urban waste water
Gobies and Blennies,Leopard Blenny,Exallias brevis,Motivation Unknown/Unrecorded
Gobies and Blennies,Leopard Blenny,Exallias brevis,Fishing & harvesting aquatic resources
Gobies and Blennies,Striped Triplefin,Helcogramma striata,Intentional use: (subsistence/small scale) [harvest]
Gobies and Blennies,Striped Triplefin,Helcogramma striata,Named species (Acanthaster planci)
Gobies and Blennies,Striped Triplefin,Helcogramma striata,Type Unknown/Unrecorded
Gobies and Blennies,Striped Triplefin,Helcogramma striata,Fishing & harvesting aquatic resources
Gobies and Blennies,Striped Triplefin,Helcogramma striata,Invasive non-native/alien species/diseases (Acanthaster planci)
Gobies and Blennies,Striped Triplefin,Helcogramma striata,Habitat shifting & alteration
Gobies and Blennies,Striped Triplefin,Helcogramma striata,Tourism & recreation areas
Gobies and Blennies,Striped Triplefin,Helcogramma striata,Commercial & industrial areas
Gobies and Blennies,Striped Triplefin,Helcogramma striata,Domestic & urban waste water
"Crevice, Sand, and Burrow Dwellers",Fire Dartfish,Nemateleotris magnifica,Persecution/control
"Crevice, Sand, and Burrow Dwellers",Fire Dartfish,Nemateleotris magnifica,Fishing & harvesting aquatic resources
"Crevice, Sand, and Burrow Dwellers",Yellowhead Jawfish,Opistognathus aurifrons,Invasive non-native/alien species/diseases (Pterois volitans)
"Crevice, Sand, and Burrow Dwellers",Yellowhead Jawfish,Opistognathus aurifrons,Other ecosystem modifications
"Crevice, Sand, and Burrow Dwellers",Yellowhead Jawfish,Opistognathus aurifrons,Named species (Pterois volitans)
"Crevice, Sand, and Burrow Dwellers",Bluestriped Lizardfish,Synodus saurus,Unintentional effects: (large scale) [harvest]
"Crevice, Sand, and Burrow Dwellers",Bluestriped Lizardfish,Synodus saurus,Fishing & harvesting aquatic resources
Bottom Dwellers,Dragon Sea Moth,Eurypegasus draconis,Intentional use: (subsistence/small scale) [harvest]
Bottom Dwellers,Dragon Sea Moth,Eurypegasus draconis,Unintentional effects: (large scale) [harvest]
Bottom Dwellers,Dragon Sea Moth,Eurypegasus draconis,Unintentional effects: (subsistence/small scale) [harvest]
Bottom Dwellers,Dragon Sea Moth,Eurypegasus draconis,Fishing & harvesting aquatic resources
Bottom Dwellers,Flowery flounder,Bothus mancus,Intentional use: (subsistence/small scale) [harvest]
Bottom Dwellers,Flowery flounder,Bothus mancus,Fishing & harvesting aquatic resources
Bottom Dwellers,Splendid Toadfish,Sanopus splendidus,Type Unknown/Unrecorded
Bottom Dwellers,Splendid Toadfish,Sanopus splendidus,Unintentional effects (species is not the target)
Bottom Dwellers,Splendid Toadfish,Sanopus splendidus,Hunting & trapping terrestrial animals
Bottom Dwellers,Splendid Toadfish,Sanopus splendidus,Domestic & urban waste water
Bottom Dwellers,Whitespotted Toadfish,Sanopus astrifer,Intentional use: (subsistence/small scale) [harvest]
Bottom Dwellers,Whitespotted Toadfish,Sanopus astrifer,Type Unknown/Unrecorded
Bottom Dwellers,Whitespotted Toadfish,Sanopus astrifer,Herbicides and pesticides
Bottom Dwellers,Whitespotted Toadfish,Sanopus astrifer,"Soil erosion, sedimentation"
Bottom Dwellers,Whitespotted Toadfish,Sanopus astrifer,Agricultural & forestry effluents
Bottom Dwellers,Whitespotted Toadfish,Sanopus astrifer,Logging & wood harvesting
Bottom Dwellers,Whitespotted Toadfish,Sanopus astrifer,Nutrient loads
Bottom Dwellers,Whitespotted Toadfish,Sanopus astrifer,Domestic & urban waste water
Bottom Dwellers,Spotfin Frogfish,Antennatus nummifer,Intentional use: (subsistence/small scale) [harvest]
Bottom Dwellers,Spotfin Frogfish,Antennatus nummifer,Fishing & harvesting aquatic resources
Bottom Dwellers,Spotfin Lionfish,Pterois antennata,Marine & freshwater aquaculture
Bottom Dwellers,Spotfin Lionfish,Pterois antennata,Subsistence/artisinal aquaculture
Bottom Dwellers,Spotfin Lionfish,Pterois antennata,Other threat
Bottom Dwellers,False Mombasa Lionfish,Pterois paucispinula,Habitat shifting & alteration
Bottom Dwellers,Shortfin Lionfish,Dendrochirus brachypterus,Habitat shifting & alteration
Bottom Dwellers,Twinspot Lionfish,Dendrochirus biocellatus,Habitat shifting & alteration
Bottom Dwellers,Flasher Scorpionfish,Scorpaenopsis macrochir,Unintentional effects: (subsistence/small scale) [harvest]
Bottom Dwellers,Flasher Scorpionfish,Scorpaenopsis macrochir,Fishing & harvesting aquatic resources
Bottom Dwellers,Titan Scorpionfish,Scorpaenopsis cacopsis,Intentional use: (subsistence/small scale) [harvest]
Bottom Dwellers,Titan Scorpionfish,Scorpaenopsis cacopsis,Fishing & harvesting aquatic resources
Bottom Dwellers,Leaf Scorpionfish,Taenianotus triacanthus,Habitat shifting & alteration
Bottom Dwellers,Shortfin Scorpionfish,Scorpaenodes parvipinnis,Habitat shifting & alteration
Bottom Dwellers,Barchin Scorpionfish,Sebastapistes strongia,Habitat shifting & alteration
Bottom Dwellers,Barchin Scorpionfish,Sebastapistes strongia,Unintentional effects: (subsistence/small scale) [harvest]
Bottom Dwellers,Barchin Scorpionfish,Sebastapistes strongia,Fishing & harvesting aquatic resources
Bottom Dwellers,Speckled Scorpionfish,Sebastapistes coniorta,Sewage
Bottom Dwellers,Speckled Scorpionfish,Sebastapistes coniorta,Run-off
Bottom Dwellers,Speckled Scorpionfish,Sebastapistes coniorta,Fishing & harvesting aquatic resources
Bottom Dwellers,Speckled Scorpionfish,Sebastapistes coniorta,Habitat shifting & alteration
Bottom Dwellers,Speckled Scorpionfish,Sebastapistes coniorta,Unintentional effects: (large scale) [harvest]
Bottom Dwellers,Speckled Scorpionfish,Sebastapistes coniorta,Domestic & urban waste water
Odd Shaped Swimmers,Queen Triggerfish,Balistes vetula,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Queen Triggerfish,Balistes vetula,Invasive non-native/alien species/diseases (Pterois volitans)
Odd Shaped Swimmers,Queen Triggerfish,Balistes vetula,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Queen Triggerfish,Balistes vetula,Named species (Pterois volitans)
Odd Shaped Swimmers,Queen Triggerfish,Balistes vetula,Intentional use: (large scale) [harvest]
Odd Shaped Swimmers,Spectacled Filefish,Cantherhines fronticinctus,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Spectacled Filefish,Cantherhines fronticinctus,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Wirenet Filefish,Cantherhines pardalis,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Wirenet Filefish,Cantherhines pardalis,Unintentional effects: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Wirenet Filefish,Cantherhines pardalis,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Blackheaded Filefish,Pervagor melanocephalus,Habitat shifting & alteration
Odd Shaped Swimmers,Mimic Filefish,Paraluteres prionurus,Habitat shifting & alteration
Odd Shaped Swimmers,Longnose Filefish,Oxymonacanthus longirostris,Habitat shifting & alteration
Odd Shaped Swimmers,Longnose Filefish,Oxymonacanthus longirostris,Intentional use: (large scale) [harvest]
Odd Shaped Swimmers,Longnose Filefish,Oxymonacanthus longirostris,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Type Unknown/Unrecorded
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Herbicides and pesticides
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Sewage
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Housing & urban areas
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Run-off
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Industrial & military effluents
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Oil spills
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Seepage from mining
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Habitat shifting & alteration
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Agricultural & forestry effluents
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Garbage & solid waste
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Tourism & recreation areas
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Commercial & industrial areas
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Nutrient loads
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Temperature extremes
Odd Shaped Swimmers,Blackspotted Puffer,Arothron nigropunctatus,Domestic & urban waste water
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Type Unknown/Unrecorded
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Herbicides and pesticides
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Sewage
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Housing & urban areas
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Run-off
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Industrial & military effluents
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Oil spills
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Seepage from mining
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Habitat shifting & alteration
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Agricultural & forestry effluents
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Garbage & solid waste
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Tourism & recreation areas
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Commercial & industrial areas
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Nutrient loads
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Temperature extremes
Odd Shaped Swimmers,Whitespotted Puffer,Arothron hispidus,Domestic & urban waste water
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Type Unknown/Unrecorded
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Herbicides and pesticides
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Sewage
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Housing & urban areas
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Run-off
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Industrial & military effluents
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Oil spills
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Seepage from mining
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Habitat shifting & alteration
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Agricultural & forestry effluents
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Garbage & solid waste
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Tourism & recreation areas
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Commercial & industrial areas
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Nutrient loads
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Temperature extremes
Odd Shaped Swimmers,Reticulated pufferfish,Arothron reticularis,Domestic & urban waste water
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Type Unknown/Unrecorded
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Herbicides and pesticides
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Sewage
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Housing & urban areas
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Run-off
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Industrial & military effluents
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Oil spills
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Seepage from mining
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Habitat shifting & alteration
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Agricultural & forestry effluents
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Garbage & solid waste
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Tourism & recreation areas
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Commercial & industrial areas
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Nutrient loads
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Temperature extremes
Odd Shaped Swimmers,Blue-Spotted Puffer,Arothron caeruleopunctatus,Domestic & urban waste water
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Nutrient loads
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Domestic & urban waste water
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Herbicides and pesticides
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Map Puffer,Arothron mappa,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Habitat shifting & alteration
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Unintentional effects: (large scale) [harvest]
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Tourism & recreation areas
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Commercial & industrial areas
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Housing & urban areas
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Unintentional effects: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Seepage from mining
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Intentional use: (large scale) [harvest]
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Temperature extremes
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Type Unknown/Unrecorded
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Sewage
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Run-off
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Industrial & military effluents
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Oil spills
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Garbage & solid waste
Odd Shaped Swimmers,Map Puffer,Arothron mappa,Agricultural & forestry effluents
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Nutrient loads
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Domestic & urban waste water
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Herbicides and pesticides
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Fishing & harvesting aquatic resources
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,"Soil erosion, sedimentation"
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Habitat shifting & alteration
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Unintentional effects: (large scale) [harvest]
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Tourism & recreation areas
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Commercial & industrial areas
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Housing & urban areas
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Unintentional effects: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Seepage from mining
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Temperature extremes
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Intentional use: (subsistence/small scale) [harvest]
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Type Unknown/Unrecorded
Odd Shaped Swimmers,Star Puffer,Arothron stellatus,Sewage
