category,common_name,scientific_name,threats
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Unintentional effects: (large scale) [harvest]
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Tourism & recreation areas
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Hunting & trapping terrestrial animals
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Commercial & industrial areas
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Intentional use (species is the target)
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Work & other activities
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Named species (Felis catus)
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Invasive non-native/alien species/diseases (Canis familiaris)
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Logging & wood harvesting
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Housing & urban areas
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Named species (Unspecified Rattus)
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Invasive non-native/alien species/diseases (Unspecified Rattus)
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Type Unknown/Unrecorded
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Noise pollution
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Mining & quarrying
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Industrial & military effluents
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Oil spills
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Garbage & solid waste
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Excess energy
Marine Reptiles and Mammals,Marine Otter,Lontra felina,Persecution/control
Marine Reptiles and Mammals,Minke Whale,Balaenoptera acutorostrata,Intentional use: (large scale) [harvest]
Marine Reptiles and Mammals,Minke Whale,Balaenoptera acutorostrata,Intentional use: (subsistence/small scale) [harvest]
Marine Reptiles and Mammals,Minke Whale,Balaenoptera acutorostrata,Unintentional effects: (subsistence/small scale) [harvest]
Marine Reptiles and Mammals,Minke Whale,Balaenoptera acutorostrata,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Orca,Orcinus orca,Intentional use: (subsistence/small scale) [harvest]
Marine Reptiles and Mammals,Orca,Orcinus orca,Recreational activities
Marine Reptiles and Mammals,Orca,Orcinus orca,Type Unknown/Unrecorded
Marine Reptiles and Mammals,Orca,Orcinus orca,Herbicides and pesticides
Marine Reptiles and Mammals,Orca,Orcinus orca,Unspecified species
Marine Reptiles and Mammals,Orca,Orcinus orca,Industrial & military effluents
Marine Reptiles and Mammals,Orca,Orcinus orca,Oil spills
Marine Reptiles and Mammals,Orca,Orcinus orca,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Orca,Orcinus orca,Habitat shifting & alteration
Marine Reptiles and Mammals,Orca,Orcinus orca,Agricultural & forestry effluents
Marine Reptiles and Mammals,Orca,Orcinus orca,Unintentional effects: (large scale) [harvest]
Marine Reptiles and Mammals,Orca,Orcinus orca,Oil & gas drilling
Marine Reptiles and Mammals,Orca,Orcinus orca,Shipping lanes
Marine Reptiles and Mammals,Orca,Orcinus orca,Other impacts
Marine Reptiles and Mammals,Orca,Orcinus orca,Persecution/control
Marine Reptiles and Mammals,Orca,Orcinus orca,Problematic native species/diseases
Marine Reptiles and Mammals,Pantropical Spotted Dolphin,Stenella attenuata,Intentional use: (subsistence/small scale) [harvest]
Marine Reptiles and Mammals,Pantropical Spotted Dolphin,Stenella attenuata,Unintentional effects: (subsistence/small scale) [harvest]
Marine Reptiles and Mammals,Pantropical Spotted Dolphin,Stenella attenuata,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Pantropical Spotted Dolphin,Stenella attenuata,Intentional use: (large scale) [harvest]
Marine Reptiles and Mammals,Pantropical Spotted Dolphin,Stenella attenuata,Persecution/control
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Recreational activities
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Fire & fire suppression
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Oil & gas drilling
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Invasive non-native/alien species/diseases
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Increase in fire frequency/intensity
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Herbicides and pesticides
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Habitat shifting & alteration
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Tourism & recreation areas
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Commercial & industrial areas
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Hunting & trapping terrestrial animals
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Intentional use (species is the target)
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Other threat
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Problematic native species/diseases
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Noise pollution
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Unspecified species
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Industrial & military effluents
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Oil spills
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Agricultural & forestry effluents
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Excess energy
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Shipping lanes
Marine Reptiles and Mammals,Polar Bear,Ursus maritimus,Persecution/control
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Recreational activities
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Type Unknown/Unrecorded
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Industrial & military effluents
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Oil spills
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Habitat shifting & alteration
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Agricultural & forestry effluents
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Unintentional effects: (large scale) [harvest]
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Shipping lanes
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Domestic & urban waste water
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Intentional use: (large scale) [harvest]
Marine Reptiles and Mammals,Ringed Seal,Pusa hispida,Problematic native species/diseases
Marine Reptiles and Mammals,Risso’s Dolphin,Grampus griseus,Intentional use: (subsistence/small scale) [harvest]
Marine Reptiles and Mammals,Risso’s Dolphin,Grampus griseus,Recreational activities
Marine Reptiles and Mammals,Risso’s Dolphin,Grampus griseus,Noise pollution
Marine Reptiles and Mammals,Risso’s Dolphin,Grampus griseus,Unintentional effects: (subsistence/small scale) [harvest]
Marine Reptiles and Mammals,Risso’s Dolphin,Grampus griseus,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Risso’s Dolphin,Grampus griseus,Habitat shifting & alteration
Marine Reptiles and Mammals,Risso’s Dolphin,Grampus griseus,Excess energy
Marine Reptiles and Mammals,Risso’s Dolphin,Grampus griseus,"War, civil unrest & military exercises"
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Viral/prion-induced diseases
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Recreational activities
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Named species (Orcinus orca)
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Industrial & military effluents
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Named species (Sarcocystis neurona)
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Oil spills
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Storms & flooding
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Problematic species/disease of unknown origin (Toxoplasma gondii)
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Unintentional effects: (large scale) [harvest]
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Problematic species/disease of unknown origin (Sarcocystis neurona)
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Named species
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Intentional use (species is the target)
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Hunting & trapping terrestrial animals
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Persecution/control
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Named species (Toxoplasma gondii)
Marine Reptiles and Mammals,Sea Otter,Enhydra lutris,Problematic native species/diseases (Orcinus orca)
Marine Reptiles and Mammals,Short-beaked Common Dolphin,Delphinus delphis,Herbicides and pesticides
Marine Reptiles and Mammals,Short-beaked Common Dolphin,Delphinus delphis,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Short-beaked Common Dolphin,Delphinus delphis,Habitat shifting & alteration
Marine Reptiles and Mammals,Short-beaked Common Dolphin,Delphinus delphis,Agricultural & forestry effluents
Marine Reptiles and Mammals,Short-beaked Common Dolphin,Delphinus delphis,Unintentional effects: (large scale) [harvest]
Marine Reptiles and Mammals,Short-beaked Common Dolphin,Delphinus delphis,Intentional use: (large scale) [harvest]
Marine Reptiles and Mammals,Short-beaked Common Dolphin,Delphinus delphis,Problematic native species/diseases
Marine Reptiles and Mammals,Southern Elephant Seal,Mirounga leonina,Unspecified species
Marine Reptiles and Mammals,Southern Elephant Seal,Mirounga leonina,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Southern Elephant Seal,Mirounga leonina,Unintentional effects: (large scale) [harvest]
Marine Reptiles and Mammals,Southern Elephant Seal,Mirounga leonina,Other impacts
Marine Reptiles and Mammals,Southern Elephant Seal,Mirounga leonina,Intentional use: (large scale) [harvest]
Marine Reptiles and Mammals,Southern Elephant Seal,Mirounga leonina,Problematic native species/diseases
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Type Unknown/Unrecorded
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Noise pollution
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Industrial & military effluents
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Garbage & solid waste
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Agricultural & forestry effluents
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Unintentional effects: (large scale) [harvest]
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Intentional use: (large scale) [harvest]
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Excess energy
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Shipping lanes
Marine Reptiles and Mammals,Sperm Whale,Physeter macrocephalus,Persecution/control
Marine Reptiles and Mammals,Steller Sea Lion,Eumetopias jubatus,Intentional use: (subsistence/small scale) [harvest]
Marine Reptiles and Mammals,Steller Sea Lion,Eumetopias jubatus,Other ecosystem modifications
Marine Reptiles and Mammals,Steller Sea Lion,Eumetopias jubatus,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Steller Sea Lion,Eumetopias jubatus,Habitat shifting & alteration
Marine Reptiles and Mammals,Steller Sea Lion,Eumetopias jubatus,Unintentional effects: (large scale) [harvest]
Marine Reptiles and Mammals,Steller Sea Lion,Eumetopias jubatus,Persecution/control
Marine Reptiles and Mammals,Steller Sea Lion,Eumetopias jubatus,Problematic native species/diseases
Marine Reptiles and Mammals,Vaquita,Phocoena sinus,Dams & water management/use
Marine Reptiles and Mammals,Vaquita,Phocoena sinus,Type Unknown/Unrecorded
Marine Reptiles and Mammals,Vaquita,Phocoena sinus,Industrial & military effluents
Marine Reptiles and Mammals,Vaquita,Phocoena sinus,Dams (size unknown)
Marine Reptiles and Mammals,Vaquita,Phocoena sinus,Fishing & harvesting aquatic resources
Marine Reptiles and Mammals,Vaquita,Phocoena sinus,Agricultural & forestry effluents
Marine Reptiles and Mammals,Vaquita,Phocoena sinus,Unintentional effects: (large scale) [harvest]
Marine Reptiles and Mammals,Vaquita,Phocoena sinus,Domestic & urban waste water
Marine Reptiles and Mammals,Vaquita,Phocoena sinus,Problematic native species/diseases
Marine Reptiles and Mammals,Walrus,Odobenus rosmarus,Intentional use: (subsistence/small scale) [harvest]
